,station,lat,lon,time,weather,weatherfont,weathersymbol,weathercolour,temperature,pressure,sl_pressure,dewpoint,windspeed,winddir,visibility,visual_range,cloudcover,pressure3h_change,rain,wwletter
3071,EGHQ,50.4406,-4.99541,2024-05-28 12:20:00,,,,,15.0,1012.0,2058.076463627307,14.0,17.0,230.0,10000.0,99999,,0.0,0,11160023171015020140301204058051000600007000080000
3077,EGCK,53.1042,-4.34028,2024-05-28 12:20:00,,,,,16.0,1006.0,1008.149469415681,14.0,12.0,220.0,10000.0,99999,,0.0,0,11160022121016020140300604008151000600007000080000
3080,EGTK,51.8369,-1.32,2024-05-28 12:20:00,16.0,36.0,1,,16.0,1010.0,1657.7784934462993,15.0,9.0,220.0,6000.0,99999,,0.0,0,11130022091016020150301004657751000600007160080000
3089,EGEO,56.4635,-5.39967,2024-05-28 12:20:00,,,,,14.0,1003.0,1052.4708487007542,10.0,9.0,120.0,10000.0,99999,,0.0,0,11160012091014020100300304052451000600007000080000
3126,ESOH,60.0201,13.5789,2024-05-28 12:20:00,,,,,22.0,1014.0,1864.5106595536129,13.0,4.0,120.0,10000.0,99999,,0.0,0,11160012041022020130301404864551000600007000080000
3127,ESCF,58.4023,15.5257,2024-05-28 12:20:00,,,,,24.0,1014.0,1497.5609272824972,15.0,6.0,110.0,10000.0,99999,,0.0,0,11160011061024020150301404497551000600007000080000
3129,ESIB,58.4264,12.7144,2024-05-28 12:20:00,,,,,19.0,1012.0,1363.2399039399477,16.0,11.0,20.0,10000.0,99999,,0.0,0,11160002111019020160301204363251000600007000080000
3131,ESPE,65.8753,20.1499,2024-05-28 12:20:00,,,,,24.0,1012.0,2007.6829769980136,11.0,7.0,260.0,10000.0,99999,,0.0,0,11160026071024020110301204007651000600007000080000
3133,ESIA,58.5138,14.5071,2024-05-28 12:20:00,,,,,20.0,1014.0,1602.7533991624975,16.0,11.0,70.0,10000.0,99999,,0.0,0,11160007111020020160301404602751000600007000080000
3134,ESCM,59.8973,17.5886,2024-05-28 12:20:00,,,,,24.0,1016.0,1116.3788428927517,13.0,9.0,170.0,10000.0,99999,,0.0,0,11160017091024020130301604116351000600007000080000
3151,ESNZ,63.1944,14.5003,2024-05-28 12:20:00,,,,,21.0,1014.0,3655.1012063098606,8.0,7.0,200.0,10000.0,99999,,0.0,0,1116002007102102080301404655151000600007000080000
3223,ESNV,64.5791,16.8336,2024-05-28 12:20:00,,,,,99999.0,1014.0,99999.0,99999.0,9.0,200.0,10000.0,99999,,0.0,0,11160020091099999020999990301404999051000600007000080000
3225,ESST,60.1576,12.9913,2024-05-28 12:20:00,,,,,22.0,1014.0,1706.0744422858272,13.0,6.0,140.0,10000.0,99999,,0.0,0,11160014061022020130301404706051000600007000080000
3226,ESUP,67.2456,23.0689,2024-05-28 12:20:00,,,,,25.0,1011.0,1864.8538337079785,12.0,9.0,240.0,10000.0,99999,,0.0,0,11160024091025020120301104864851000600007000080000
3227,ESND,62.0478,14.4229,2024-05-28 12:20:00,,,,,22.0,1015.0,3394.899385146891,8.0,4.0,,10000.0,99999,,0.0,0,1116003604102202080301504394851000600007000080000
3234,ESMV,57.2922,14.1372,2024-05-28 12:20:00,,,,,23.0,1012.0,1976.4721485353996,10.0,8.0,140.0,10000.0,99999,,0.0,0,11160014081023020100301204976451000600007000080000
3250,EFET,68.3626,23.4243,2024-05-28 12:20:00,,,,,99999.0,99999.0,99999.0,99999.0,1.0,,10000.0,99999,,0.0,0,11160036011099999020999990399904999051000600007000080000
3251,EFHA,61.856,24.7866,2024-05-28 12:20:00,,,,,99999.0,99999.0,99999.0,99999.0,10.0,200.0,10000.0,99999,,0.0,0,11160020101099999020999990399904999051000600007000080000
3252,EFJO,62.6629,29.6075,2024-05-28 12:20:00,,,,,26.0,1018.0,1605.2335245700751,7.0,5.0,270.0,10000.0,99999,,0.0,0,1116002705102602070301804605251000600007000080000
3257,EFKS,65.9876,29.2394,2024-05-28 12:20:00,,,,,21.0,1014.0,2778.8009993141113,12.0,13.0,240.0,10000.0,99999,,0.0,0,11160024131021020120301404778851000600007000080000
3258,EFKT,67.701,24.8468,2024-05-28 12:20:00,17.0,36.0,2,red,22.0,1011.0,2204.58311219635,12.0,8.0,140.0,10000.0,99999,,0.0,0,11160014081022020120301104204551000600007170080000
3260,EFLP,61.0446,28.1444,2024-05-28 12:20:00,95.0,36.0,2,red,23.0,1019.0,1601.2420228139904,12.0,8.0,20.0,10000.0,99999,,0.0,0,11160002081023020120301904601251000600007950080000
3261,EFMI,61.6866,27.2018,2024-05-28 12:20:00,,,,,26.0,1018.0,1496.1807467295614,10.0,6.0,250.0,10000.0,99999,,0.0,0,11160025061026020100301804496151000600007000080000
3263,EFSA,61.9431,28.9451,2024-05-28 12:20:00,,,,,27.0,1018.0,1450.3861079025635,10.0,5.0,230.0,10000.0,99999,,0.0,0,11160023051027020100301804450351000600007000080000
3264,EFSI,62.6921,22.8323,2024-05-28 12:20:00,,,,,27.0,1017.0,1435.6296455176332,4.0,9.0,250.0,10000.0,99999,,0.0,0,1116002509102702040301704435651000600007000080000
3265,EFUT,60.8964,26.9384,2024-05-28 12:20:00,16.0,36.0,1,,27.0,1019.0,1493.6611677799274,10.0,9.0,210.0,10000.0,99999,,0.0,0,11160021091027020100301904493651000600007160080000
3309,LICB,36.9946,14.60718,2024-05-28 12:20:00,,,,,25.0,1016.0,2017.6348489079596,6.0,11.0,240.0,10000.0,99999,,0.0,0,1116002411102502060301604017651000600007000080000
3376,EEKA,58.9908,22.8307,2024-05-28 12:20:00,,,,,28.0,1018.0,1040.4673848244893,6.0,10.0,150.0,10000.0,99999,,0.0,0,1116001510102802060301804040451000600007000080000
3377,EEKE,58.2299,22.5095,2024-05-28 12:20:00,,,,,24.0,1019.0,1039.3982887034717,14.0,7.0,130.0,10000.0,99999,,0.0,0,11160013071024020140301904039351000600007000080000
3378,EETU,58.3075,26.6904,2024-05-28 12:20:00,,,,,28.0,1019.0,1306.294817581167,9.0,9.0,190.0,10000.0,99999,,0.0,0,1116001909102802090301904306251000600007000080000
3379,EEPU,58.419,24.4728,2024-05-28 12:20:00,,,,,28.0,1019.0,1078.1608799689093,7.0,7.0,240.0,10000.0,99999,,0.0,0,1116002407102802070301904078151000600007000080000
3520,EDJA,47.9888,10.2395,2024-05-28 12:20:00,,,,,15.0,1021.0,7840.579101492143,8.0,8.0,240.0,10000.0,99999,,0.0,0,1116002408101502080302104840551000600007000080000
3527,EDTY,49.11833,9.78389,2024-05-28 12:20:00,,,,,16.0,1020.0,4853.179362504002,6.0,9.0,280.0,10000.0,99999,,0.0,0,1116002809101602060302004853151000600007000080000
3533,EKBI,55.7403,9.15178,2024-05-28 12:20:00,,,,,13.0,1014.0,1754.4736539486516,10.0,8.0,270.0,10000.0,99999,,0.0,0,11160027081013020100301404754451000600007000080000
3534,EKCH,55.6179,12.656,2024-05-28 12:20:00,,,,,19.0,1013.0,1044.1735509082591,14.0,15.0,190.0,10000.0,99999,,0.0,0,11160019151019020140301304044151000600007000080000
3535,EKEB,55.5259,8.5534,2024-05-28 12:20:00,,,,,14.0,1015.0,1267.0537470493018,10.0,5.0,240.0,10000.0,99999,,0.0,0,11160024051014020100301504267051000600007000080000
3537,EKOD,55.4767,10.3309,2024-05-28 12:20:00,,,,,13.0,1014.0,1167.8626929210352,11.0,8.0,280.0,10000.0,99999,,0.0,0,11160028081013020110301404167851000600007000080000
3538,EKRK,55.5856,12.1314,2024-05-28 12:20:00,,,,,17.0,1013.0,1328.1242434209964,14.0,14.0,240.0,10000.0,99999,,0.0,0,11160024141017020140301304328151000600007000080000
3539,EKRN,55.0633,14.7596,2024-05-28 12:20:00,63.0,36.0,',green,15.0,1015.0,1138.2348605797827,14.0,8.0,250.0,7000.0,99999,,0.0,0,11140025081015020140301504138251000600007630080000
3540,EKSB,54.9644,9.79173,2024-05-28 12:20:00,,,,,14.0,1015.0,1075.1977371647868,11.0,8.0,260.0,10000.0,99999,,0.0,0,11160026081014020110301504075151000600007000080000
3541,EKSP,55.2256,9.26393,2024-05-28 12:20:00,,,,,14.0,1015.0,1388.6848761842741,10.0,8.0,260.0,10000.0,99999,,0.0,0,11160026081014020100301504388651000600007000080000
3549,EETN,59.4133,24.8328,2024-05-28 12:20:00,,,,,26.0,1019.0,1200.7439018293599,7.0,7.0,230.0,10000.0,99999,,0.0,0,1116002307102602070301904200751000600007000080000
3551,EFIV,68.6073,27.4053,2024-05-28 12:20:00,,,,,17.0,1013.0,2164.123342769449,9.0,5.0,40.0,10000.0,99999,,0.0,0,1116000405101702090301304164151000600007000080000
3552,EFJY,62.3995,25.6783,2024-05-28 12:20:00,,,,,27.0,1018.0,1676.186763655969,9.0,6.0,230.0,10000.0,99999,,0.0,0,1116002306102702090301804676151000600007000080000
3553,EFKE,65.7787,24.5821,2024-05-28 12:20:00,,,,,15.0,1015.0,1160.1590623346826,9.0,14.0,200.0,10000.0,99999,,0.0,0,1116002014101502090301504160151000600007000080000
3554,EFKK,63.7212,23.1431,2024-05-28 12:20:00,,,,,26.0,1016.0,1130.7752534882823,11.0,11.0,250.0,10000.0,99999,,0.0,0,11160025111026020110301604130751000600007000080000
3556,EFMA,60.1222,19.8982,2024-05-28 12:20:00,,,,,20.0,1018.0,1047.7514368707518,14.0,10.0,200.0,10000.0,99999,,0.0,0,11160020101020020140301804047751000600007000080000
3558,EFPO,61.4617,21.8,2024-05-28 12:20:00,,,,,27.0,1017.0,1074.3032436488268,8.0,11.0,260.0,10000.0,99999,,0.0,0,1116002611102702080301704074351000600007000080000
3559,EFRO,66.5648,25.8304,2024-05-28 12:20:00,,,,,23.0,1013.0,2146.7417686211807,11.0,14.0,210.0,10000.0,99999,,0.0,0,11160021141023020110301304146751000600007000080000
3560,EFTP,61.4141,23.6044,2024-05-28 12:20:00,,,,,27.0,1018.0,1569.4583919459933,8.0,5.0,,10000.0,99999,,0.0,0,1116003605102702080301804569451000600007000080000
3561,EFTU,60.5141,22.2628,2024-05-28 12:20:00,,,,,27.0,1018.0,1234.2022863856491,6.0,13.0,230.0,10000.0,99999,,0.0,0,1116002313102702060301804234251000600007000080000
3562,EFVA,63.0507,21.7622,2024-05-28 12:20:00,,,,,26.0,1016.0,1041.5059090911145,6.0,15.0,230.0,10000.0,99999,,0.0,0,1116002315102602060301604041551000600007000080000
3564,ENBR,60.2934,5.21814,2024-05-28 12:20:00,,,,,16.0,1013.0,1407.7702260507751,10.0,9.0,210.0,10000.0,99999,,0.0,0,11160021091016020100301304407751000600007000080000
3565,ENCN,58.2042,8.08537,2024-05-28 12:20:00,61.0,36.0,^,green,13.0,1014.0,1170.6918695639545,11.0,6.0,310.0,10000.0,99999,,0.0,0,11160031061013020110301404170651000600007610080000
3567,ENHD,59.3453,5.20836,2024-05-28 12:20:00,,,,,15.0,1013.0,1219.5427225323258,9.0,11.0,200.0,10000.0,99999,,0.0,0,1116002011101502090301304219551000600007000080000
3570,ENVA,63.4578,10.924,2024-05-28 12:20:00,,,,,21.0,1014.0,1108.1786763329474,13.0,8.0,230.0,10000.0,99999,,0.0,0,11160023081021020130301404108151000600007000080000
3571,ENZV,58.8767,5.63778,2024-05-28 12:20:00,,,,,16.0,1013.0,1076.5654816600256,10.0,10.0,180.0,10000.0,99999,,0.0,0,11160018101016020100301304076551000600007000080000
3572,EVRA,56.9236,23.9711,2024-05-28 12:20:00,,,,,29.0,1018.0,1061.5729305961643,7.0,6.0,170.0,10000.0,99999,,0.0,0,1116001706102902070301804061551000600007000080000
3576,LGAV,37.9364,23.9445,2024-05-28 12:20:00,,,,,26.0,1014.0,1457.7968544256485,8.0,10.0,100.0,10000.0,99999,,0.0,0,1116001010102602080301404457751000600007000080000
3613,LIPO,45.4289,10.3306,2024-05-28 12:20:00,,,,,24.0,1015.0,1579.1462078596187,16.0,6.0,140.0,10000.0,99999,,0.0,0,11160014061024020160301504579151000600007000080000
3629,ENAL,62.5625,6.1197,2024-05-28 12:20:00,,,,,15.0,1014.0,1178.6283943384963,12.0,6.0,360.0,10000.0,99999,,0.0,0,11160036061015020120301404178651000600007000080000
3635,ENDU,69.0558,18.5404,2024-05-28 12:20:00,,,,,25.0,1011.0,1383.5484609202776,10.0,9.0,290.0,10000.0,99999,,0.0,0,11160029091025020100301104383551000600007000080000
3652,ENRO,62.5784,11.3423,2024-05-28 12:20:00,,,,,19.0,1014.0,6235.0938079763055,5.0,6.0,170.0,10000.0,99999,,0.0,0,1116001706101902050301404235051000600007000080000
3654,ENRY,59.3789,10.7856,2024-05-28 12:20:00,,,,,21.0,1013.0,1316.446785667044,10.0,9.0,80.0,10000.0,99999,,0.0,0,11160008091021020100301304316451000600007000080000
3662,ENTO,59.1867,10.2586,2024-05-28 12:20:00,,,,,19.0,1013.0,1586.8011684903395,12.0,5.0,40.0,10000.0,99999,,0.0,0,11160004051019020120301304586851000600007000080000
3665,ESGJ,57.7576,14.0687,2024-05-28 12:20:00,,,,,21.0,1012.0,2487.35105415099,16.0,6.0,70.0,10000.0,99999,,0.0,0,11160007061021020160301204487351000600007000080000
3666,ESGP,57.7747,11.8704,2024-05-28 12:20:00,,,,,21.0,1011.0,1110.029056862064,14.0,9.0,110.0,10000.0,99999,,0.0,0,11160011091021020140301104110051000600007000080000
3670,ESMX,56.9291,14.728,2024-05-28 12:20:00,,,,,25.0,1012.0,1986.5205631496265,12.0,15.0,110.0,10000.0,99999,,0.0,0,11160011151025020120301204986551000600007000080000
3675,ESNU,63.7918,20.2828,2024-05-28 12:20:00,,,,,19.0,1015.0,1059.2136108421694,12.0,10.0,180.0,10000.0,99999,,0.0,0,11160018101019020120301504059251000600007000080000
3677,ESOW,59.5894,16.6336,2024-05-28 12:20:00,,,,,24.0,1016.0,1046.5718275581091,12.0,5.0,140.0,10000.0,99999,,0.0,0,11160014051024020120301604046551000600007000080000
3678,ESPA,65.5438,22.122,2024-05-28 12:20:00,,,,,15.0,1013.0,1167.6527734830756,9.0,8.0,190.0,10000.0,99999,,0.0,0,1116001908101502090301304167651000600007000080000
3681,ESSV,57.6628,18.3462,2024-05-28 12:20:00,,,,,23.0,1016.0,1275.9910229355132,11.0,5.0,270.0,10000.0,99999,,0.0,0,11160027051023020110301604275951000600007000080000
3682,LSGC,47.0839,6.79284,2024-05-28 12:20:00,,,,,13.0,1021.0,13.2095919679176,4.0,4.0,30.0,10000.0,99999,,0.0,0,111600030410130204030210413251000600007000080000
3683,LSGG,46.2381,6.10895,2024-05-28 12:20:00,,,,,19.0,1020.0,4488.0460287277965,5.0,5.0,70.0,10000.0,99999,,0.0,0,1116000705101902050302004488051000600007000080000
3684,LSGS,46.2196,7.32676,2024-05-28 12:20:00,,,,,21.0,1018.0,4542.984807804649,7.0,13.0,260.0,10000.0,99999,,0.0,0,1116002613102102070301804542951000600007000080000
3685,LSZA,46.0043,8.91058,2024-05-28 12:20:00,,,,,25.0,1014.0,2554.8786146368993,12.0,6.0,190.0,10000.0,99999,,0.0,0,11160019061025020120301404554851000600007000080000
3686,LSZB,46.9141,7.49715,2024-05-28 12:20:00,,,,,19.0,1021.0,5223.859009169553,6.0,3.0,,10000.0,99999,,0.0,0,1116003603101902060302104223851000600007000080000
3687,LSZG,47.1816,7.41719,2024-05-28 12:20:00,,,,,18.0,1021.0,4710.065903075973,8.0,1.0,,10000.0,99999,,0.0,0,1116003601101802080302104710051000600007000080000
3688,LSZH,47.4647,8.54917,2024-05-28 12:20:00,,,,,18.0,1021.0,4724.7354671697785,7.0,5.0,160.0,10000.0,99999,,0.0,0,1116001605101802070302104724751000600007000080000
3689,LSZL,46.1608,8.87861,2024-05-28 12:20:00,,,,,23.0,1014.0,2164.7400634678575,12.0,5.0,250.0,10000.0,99999,,0.0,0,11160025051023020120301404164751000600007000080000
3690,LSZR,47.485,9.56077,2024-05-28 12:20:00,,,,,16.0,1021.0,4881.06678957608,9.0,1.0,,10000.0,99999,,0.0,0,1116003601101602090302104881051000600007000080000
3691,LSZS,46.5341,9.88411,2024-05-28 12:20:00,,,,,12.0,1019.0,19.432460565846082,3.0,8.0,20.0,10000.0,99999,,0.0,0,111600020810120203030190419451000600007000080000
3694,EGBB,52.4539,-1.74803,2024-05-28 12:20:00,63.0,36.0,',green,16.0,1008.0,1805.5971220664617,14.0,7.0,200.0,10000.0,99999,,0.0,0,11160020071016020140300804805551000600007630080000
3696,EGFF,51.3967,-3.34333,2024-05-28 12:20:00,,,,,15.0,1011.0,1567.7852824192041,14.0,12.0,260.0,10000.0,99999,,0.0,0,11160026121015020140301104567751000600007000080000
3697,EGGD,51.3827,-2.71909,2024-05-28 12:20:00,16.0,36.0,1,,15.0,1010.0,2778.9427395337725,15.0,12.0,230.0,10000.0,99999,,0.0,0,11160023121015020150301004778951000600007160080000
3700,EGHH,50.78,-1.8425,2024-05-28 12:20:00,,,,,15.0,1013.0,1102.298185966033,14.0,15.0,230.0,10000.0,99999,,0.0,0,11160023151015020140301304102251000600007000080000
3701,EGHI,50.9503,-1.3568,2024-05-28 12:20:00,,,,,16.0,1013.0,1110.0824399044016,13.0,13.0,220.0,10000.0,99999,,0.0,0,11160022131016020130301304110051000600007000080000
3702,EGJB,49.435,-2.60197,2024-05-28 12:20:00,16.0,36.0,1,,14.0,1016.0,1976.5349799112394,13.0,15.0,230.0,10000.0,99999,,0.0,0,11160023151014020130301604976551000600007160080000
3705,EGKK,51.1481,-0.19028,2024-05-28 12:20:00,,,,,16.0,1012.0,1486.1992590321568,15.0,13.0,220.0,10000.0,99999,,0.0,0,11160022131016020150301204486151000600007000080000
3706,EGLF,51.2758,-0.77633,2024-05-28 12:20:00,,,,,17.0,1012.0,1542.0097265429995,14.0,15.0,230.0,10000.0,99999,,0.0,0,11160023151017020140301204542051000600007000080000
3707,EGLL,51.4706,-0.46194,2024-05-28 12:20:00,,,,,18.0,1011.0,1175.5501306405524,14.0,14.0,220.0,10000.0,99999,,0.0,0,11160022141018020140301104175551000600007000080000
3708,EGMC,51.5714,0.69556,2024-05-28 12:20:00,80.0,36.0,q,green,17.0,1012.0,1113.7481887940646,15.0,12.0,200.0,7000.0,99999,,0.0,0,11140020121017020150301204113751000600007800080000
3710,EGNH,53.7717,-3.02861,2024-05-28 12:20:00,80.0,36.0,q,green,16.0,1006.0,1080.1739069832818,15.0,12.0,200.0,3000.0,99999,,0.0,0,11110020121016020150300604080151000600007800080000
3712,EGNM,53.8659,-1.66057,2024-05-28 12:20:00,,,,,13.0,1007.0,3309.7925979232596,13.0,12.0,140.0,4000.0,99999,,0.0,0,11120014121013020130300704309751000600007000080000
3713,EGNS,54.0833,-4.62389,2024-05-28 12:20:00,,,,,13.0,1004.0,1145.1679078382892,13.0,7.0,250.0,10000.0,99999,,0.0,0,11160025071013020130300404145151000600007000080000
3725,EGTE,50.7344,-3.41389,2024-05-28 12:20:00,,,,,17.0,1011.0,1227.1018711566703,14.0,14.0,220.0,10000.0,99999,,0.0,0,11160022141017020140301104227151000600007000080000
3728,EGAE,55.0428,-7.16111,2024-05-28 12:20:00,16.0,36.0,1,,17.0,1002.0,1046.7270376524932,13.0,18.0,240.0,10000.0,99999,,0.0,0,11160024181017020130300204046751000600007160080000
3732,EGHE,49.9133,-6.29167,2024-05-28 12:20:00,,,,,15.0,1012.0,1293.9496031730926,14.0,17.0,240.0,10000.0,99999,,0.0,0,11160024171015020140301204293951000600007000080000
3733,EGJA,49.7061,-2.21472,2024-05-28 12:20:00,,,,,15.0,1015.0,1770.501354427896,13.0,19.0,230.0,10000.0,99999,,0.0,0,11160023191015020130301504770551000600007000080000
3736,EGPC,58.4589,-3.09306,2024-05-28 12:20:00,,,,,14.0,1006.0,1334.7947234609562,11.0,8.0,120.0,10000.0,99999,,0.0,0,11160012081014020110300604334751000600007000080000
3738,EGPF,55.8719,-4.43306,2024-05-28 12:20:00,61.0,36.0,^,green,13.0,1005.0,1074.6797868393191,12.0,10.0,90.0,9000.0,99999,,0.0,0,11150009101013020120300504074651000600007610080000
3740,EGPN,56.4525,-3.02583,2024-05-28 12:20:00,,,,,14.0,1006.0,1048.111329915154,9.0,8.0,100.0,10000.0,99999,,0.0,0,1116001008101402090300604048151000600007000080000
3743,EGSS,51.885,0.235,2024-05-28 12:20:00,61.0,36.0,^,green,16.0,1011.0,1867.9046947331797,15.0,10.0,180.0,6000.0,99999,,0.0,0,11130018101016020150301104867951000600007610080000
3744,EGTC,52.0722,-0.61667,2024-05-28 12:20:00,,,,,17.0,1010.0,1836.0334957930597,15.0,13.0,210.0,10000.0,99999,,0.0,0,11160021131017020150301004836051000600007000080000
3751,EDGS,50.7077,8.08297,2024-05-28 12:20:00,,,,,12.0,1019.0,9.071790943094776,6.0,7.0,210.0,10000.0,99999,,0.0,0,11160021071012020603019049051000600007000080000
3752,EDLV,51.6024,6.14217,2024-05-28 12:20:00,,,,,19.0,1017.0,1218.568703882992,10.0,8.0,200.0,10000.0,99999,,0.0,0,11160020081019020100301704218551000600007000080000
3755,EGNR,53.1781,-2.97778,2024-05-28 12:20:00,61.0,36.0,^,green,19.0,1006.0,1088.8124062322738,14.0,10.0,220.0,10000.0,99999,,0.0,0,11160022101019020140300604088851000600007610080000
3763,ESMQ,56.6855,16.2876,2024-05-28 12:20:00,,,,,21.0,1014.0,1042.215114418272,14.0,12.0,180.0,10000.0,99999,,0.0,0,11160018121021020140301404042251000600007000080000
3764,ESMT,56.6911,12.8202,2024-05-28 12:20:00,,,,,21.0,1011.0,1182.8598972873108,14.0,10.0,170.0,10000.0,99999,,0.0,0,11160017101021020140301104182851000600007000080000
3765,ESNG,67.1324,20.8146,2024-05-28 12:20:00,17.0,36.0,2,red,23.0,1011.0,2937.597514222785,10.0,11.0,180.0,10000.0,99999,,0.0,0,11160018111023020100301104937551000600007170080000
3766,ESNK,63.0486,17.7689,2024-05-28 12:20:00,,,,,25.0,1014.0,1061.5894159236336,12.0,11.0,170.0,10000.0,99999,,0.0,0,11160017111025020120301404061551000600007000080000
3768,ESNX,65.5903,19.2819,2024-05-28 12:20:00,,,,,23.0,1013.0,3417.8529104443223,10.0,10.0,230.0,10000.0,99999,,0.0,0,11160023101023020100301304417851000600007000080000
3771,ESTA,56.2961,12.8471,2024-05-28 12:20:00,,,,,19.0,1012.0,1138.9482260681552,14.0,14.0,180.0,10000.0,99999,,0.0,0,11160018141019020140301204138951000600007000080000
3772,ESTL,56.0828,13.2125,2024-05-28 12:20:00,,,,,19.0,1013.0,1281.284863229501,14.0,10.0,170.0,10000.0,99999,,0.0,0,11160017101019020140301304281251000600007000080000
3773,ESUT,65.8061,15.0828,2024-05-28 12:20:00,,,,,18.0,1014.0,4946.07707225668,10.0,9.0,270.0,10000.0,99999,,0.0,0,11160027091018020100301404946051000600007000080000
3774,LGPA,37.0103,25.1281,2024-05-28 12:20:00,,,,,24.0,1014.0,1210.4719838227625,11.0,9.0,330.0,10000.0,99999,,0.0,0,11160033091024020110301404210451000600007000080000
3775,LIMZ,44.547,7.62322,2024-05-28 12:20:00,,,,,22.0,1016.0,3604.669351029346,13.0,4.0,40.0,10000.0,99999,,0.0,0,11160004041022020130301604604651000600007000080000
3776,LOXZ,47.2028,14.7442,2024-05-28 12:20:00,80.0,36.0,q,green,14.0,1019.0,8818.075806559313,11.0,2.0,,10000.0,99999,,0.0,0,11160036021014020110301904818051000600007800080000
3780,EGGP,53.3336,-2.84972,2024-05-28 12:20:00,,,,,17.0,1006.0,1173.208268859967,15.0,10.0,200.0,10000.0,99999,,0.0,0,11160020101017020150300604173251000600007000080000
3781,EGGW,51.8747,-0.36833,2024-05-28 12:20:00,,,,,16.0,1011.0,2371.4311532488637,16.0,11.0,210.0,9000.0,99999,,0.0,0,11150021111016020160301104371451000600007000080000
3782,EGKA,50.8356,-0.29722,2024-05-28 12:20:00,,,,,15.0,1013.0,1029.2087998482239,14.0,19.0,240.0,9000.0,99999,,0.0,0,11150024191015020140301304029251000600007000080000
3783,EGKB,51.3308,0.0325,2024-05-28 12:20:00,,,,,16.0,1012.0,2586.8674520185295,14.0,12.0,220.0,10000.0,99999,,0.0,0,11160022121016020140301204586851000600007000080000
3784,EGLC,51.5053,0.05528,2024-05-28 12:20:00,,,,,18.0,1011.0,1047.7465899715862,15.0,10.0,200.0,10000.0,99999,,0.0,0,11160020101018020150301104047751000600007000080000
3785,EGMD,50.9561,0.93917,2024-05-28 12:20:00,10.0,36.0,+,yellow,15.0,1014.0,1044.2192415130512,14.0,18.0,230.0,2000.0,99999,,0.0,0,11110023181015020140301404044251000600007100080000
3786,EGNJ,53.5744,-0.35083,2024-05-28 12:20:00,,,,,16.0,1009.0,1283.6046601281687,13.0,12.0,170.0,10000.0,99999,,0.0,0,11160017121016020130300904283651000600007000080000
3788,EGNV,54.5092,-1.42941,2024-05-28 12:20:00,61.0,36.0,^,green,14.0,1007.0,1319.611815533616,11.0,10.0,170.0,10000.0,99999,,0.0,0,11160017101014020110300704319651000600007610080000
3789,EGNX,52.8311,-1.32806,2024-05-28 12:20:00,16.0,36.0,1,,16.0,1008.0,1749.4122058777739,15.0,11.0,190.0,10000.0,99999,,0.0,0,11160019111016020150300804749451000600007160080000
3793,EGPE,57.5425,-4.0475,2024-05-28 12:20:00,,,,,17.0,1004.0,1067.3890663935663,9.0,1.0,,10000.0,99999,,0.0,0,1116003601101702090300404067351000600007000080000
3794,EGPL,57.4811,-7.36278,2024-05-28 12:20:00,16.0,36.0,1,,13.0,1003.0,1053.6244056743767,11.0,14.0,160.0,10000.0,99999,,0.0,0,11160016141013020110300304053651000600007160080000
3829,ESDF,56.2667,15.265,2024-05-28 12:20:00,,,,,20.0,1013.0,1365.5124719814953,13.0,12.0,170.0,10000.0,99999,,0.0,0,11160017121020020130301304365551000600007000080000
3830,ESGT,58.3181,12.345,2024-05-28 12:20:00,,,,,18.0,1012.0,1289.2775063791137,15.0,9.0,360.0,10000.0,99999,,0.0,0,11160036091018020150301204289251000600007000080000
3831,ESKM,60.9579,14.5114,2024-05-28 12:20:00,,,,,20.0,1015.0,2325.8072511264318,13.0,8.0,100.0,10000.0,99999,,0.0,0,11160010081020020130301504325851000600007000080000
3832,ESKN,58.7886,16.9122,2024-05-28 12:20:00,,,,,23.0,1015.0,1235.226873098464,11.0,10.0,110.0,10000.0,99999,,0.0,0,11160011101023020110301504235251000600007000080000
3833,ESMK,55.9217,14.0855,2024-05-28 12:20:00,,,,,21.0,1013.0,1141.532856552718,16.0,7.0,150.0,10000.0,99999,,0.0,0,11160015071021020160301304141551000600007000080000
3834,ESMS,55.53631,13.3762,2024-05-28 12:20:00,,,,,16.0,1014.0,1575.872086272822,13.0,14.0,210.0,10000.0,99999,,0.0,0,11160021141016020130301404575851000600007000080000
3835,ESNN,62.5281,17.4439,2024-05-28 12:20:00,,,,,20.0,1015.0,1042.9087487306276,12.0,14.0,140.0,10000.0,99999,,0.0,0,11160014141020020120301504042951000600007000080000
3836,ESNO,63.4083,18.99,2024-05-28 12:20:00,,,,,22.0,1015.0,1633.1110908921944,9.0,13.0,190.0,10000.0,99999,,0.0,0,1116001913102202090301504633151000600007000080000
3837,ESNQ,67.822,20.3368,2024-05-28 12:20:00,,,,,22.0,1011.0,4150.93101125509,8.0,5.0,30.0,10000.0,99999,,0.0,0,1116000305102202080301104150951000600007000080000
3838,ESNS,64.6248,21.0769,2024-05-28 12:20:00,,,,,26.0,1013.0,1230.9724421533426,10.0,11.0,200.0,10000.0,99999,,0.0,0,11160020111026020100301304230951000600007000080000
3839,ESOE,59.2237,15.038,2024-05-28 12:20:00,,,,,22.0,1015.0,1329.0893560476409,15.0,7.0,100.0,10000.0,99999,,0.0,0,11160010071022020150301504329051000600007000080000
