,station,lat,lon,time,weather,weatherfont,weathersymbol,weathercolour,temperature,pressure,sl_pressure,dewpoint,windspeed,winddir,visibility,visual_range,cloudcover,pressure3h_change,rain,wwletter
3840,ESOK,59.4447,13.3374,2024-05-28 12:20:00,,,,,22.0,1014.0,1627.709144779111,13.0,7.0,140.0,10000.0,99999,,0.0,0,11160014071022020130301404627751000600007000080000
3841,ESSD,60.422,15.5152,2024-05-28 12:20:00,,,,,21.0,1015.0,1972.4714651729855,15.0,4.0,90.0,10000.0,99999,,0.0,0,11160009041021020150301504972451000600007000080000
3842,ESSL,58.4062,15.6805,2024-05-28 12:20:00,,,,,25.0,1014.0,1263.9617152019537,14.0,6.0,80.0,10000.0,99999,,0.0,0,11160008061025020140301404263951000600007000080000
3843,ESSP,58.5863,16.2506,2024-05-28 12:20:00,,,,,26.0,1014.0,1057.0274916040705,13.0,8.0,110.0,10000.0,99999,,0.0,0,11160011081026020130301404057051000600007000080000
3846,EGAA,54.6575,-6.21583,2024-05-28 12:20:00,,,,,15.0,1003.0,1687.6937910184286,14.0,12.0,250.0,6000.0,99999,,0.0,0,11130025121015020140300304687651000600007000080000
3847,EGAC,54.6181,-5.8725,2024-05-28 12:20:00,,,,,18.0,1002.0,1030.7061818143889,15.0,8.0,210.0,10000.0,99999,,0.0,0,11160021081018020150300204030751000600007000080000
3848,EGNT,55.0375,-1.69167,2024-05-28 12:20:00,61.0,36.0,^,green,14.0,1007.0,1742.3619028858898,12.0,6.0,180.0,10000.0,99999,,0.0,0,11160018061014020120300704742351000600007610080000
3849,EGPA,58.9578,-2.905,2024-05-28 12:20:00,,,,,14.0,1007.0,1133.0491193805856,10.0,10.0,120.0,10000.0,99999,,0.0,0,11160012101014020100300704133051000600007000080000
3854,ENHK,70.4867,22.1397,2024-05-28 12:20:00,,,,,10.0,1013.0,1086.798299329157,7.0,3.0,300.0,10000.0,99999,,0.0,0,1116003003101002070301304086751000600007000080000
3855,ENSO,59.7919,5.34085,2024-05-28 12:20:00,,,,,15.0,1013.0,1409.4179234569915,9.0,9.0,160.0,10000.0,99999,,0.0,0,1116001609101502090301304409451000600007000080000
3856,ENSS,70.3554,31.0449,2024-05-28 12:20:00,,,,,3.0,1019.0,1552.6758017265975,1.0,22.0,120.0,10000.0,99999,,0.0,0,1116001222100302010301904552651000600007000080000
3857,ENST,65.9568,12.4689,2024-05-28 12:20:00,16.0,36.0,1,,15.0,1014.0,1146.8267446575958,12.0,19.0,190.0,10000.0,99999,,0.0,0,11160019191015020120301404146851000600007160080000
3858,LGIR,35.3397,25.1803,2024-05-28 12:20:00,,,,,24.0,1015.0,1186.87861939506,11.0,10.0,300.0,10000.0,99999,,0.0,0,11160030101024020110301504186851000600007000080000
3859,LGKR,39.6019,19.9117,2024-05-28 12:20:00,,,,,26.0,1014.0,1022.00946955114,16.0,10.0,260.0,10000.0,99999,,0.0,0,11160026101026020160301404022051000600007000080000
3860,LGKV,40.9133,24.6192,2024-05-28 12:20:00,,,,,22.0,1013.0,1041.490539883325,13.0,6.0,230.0,10000.0,99999,,0.0,0,11160023061022020130301304041451000600007000080000
3861,LGLM,39.9171,25.2363,2024-05-28 12:20:00,,,,,24.0,1013.0,1033.2781810172883,8.0,5.0,210.0,10000.0,99999,,0.0,0,1116002105102402080301304033251000600007000080000
3862,LGRP,36.4054,28.0862,2024-05-28 12:20:00,,,,,25.0,1010.0,1033.5850860734881,15.0,17.0,240.0,10000.0,99999,,0.0,0,11160024171025020150301004033551000600007000080000
3863,LGSA,35.5317,24.1497,2024-05-28 12:20:00,,,,,25.0,1014.0,1780.211513153381,13.0,3.0,,10000.0,99999,,0.0,0,11160036031025020130301404780251000600007000080000
3864,LOWK,46.6425,14.3377,2024-05-28 12:20:00,,,,,17.0,1018.0,5122.277627630133,11.0,9.0,250.0,10000.0,99999,,0.0,0,11160025091017020110301804122251000600007000080000
3868,ENHV,71.0097,25.9836,2024-05-28 12:20:00,,,,,7.0,1015.0,1242.7141400325172,3.0,11.0,140.0,10000.0,99999,,0.0,0,1116001411100702030301504242751000600007000080000
3869,ENLK,68.1525,13.6094,2024-05-28 12:20:00,,,,,18.0,1012.0,1166.500105394741,11.0,9.0,170.0,10000.0,99999,,0.0,0,11160017091018020110301204166551000600007000080000
3870,ENMS,65.784,13.2149,2024-05-28 12:20:00,,,,,19.0,1013.0,1481.5659359455994,11.0,9.0,250.0,10000.0,99999,,0.0,0,11160025091019020110301304481551000600007000080000
3871,ENRM,64.8383,11.1461,2024-05-28 12:20:00,51.0,36.0,T,green,13.0,1016.0,1053.6816526433015,13.0,9.0,210.0,10000.0,99999,,0.0,0,11160021091013020130301604053651000600007510080000
3872,ENRS,67.5278,12.1033,2024-05-28 12:20:00,,,,,13.0,1012.0,1030.6937514222834,11.0,8.0,180.0,10000.0,99999,,0.0,0,11160018081013020110301204030651000600007000080000
3873,ENSK,68.57883,15.03342,2024-05-28 12:20:00,,,,,18.0,1011.0,1032.2061400237103,11.0,8.0,240.0,10000.0,99999,,0.0,0,11160024081018020110301104032251000600007000080000
3874,ENSR,69.7868,20.9594,2024-05-28 12:20:00,,,,,17.0,1011.0,1043.7377788536503,9.0,10.0,340.0,10000.0,99999,,0.0,0,1116003410101702090301104043751000600007000080000
3875,ENVD,70.0653,29.8447,2024-05-28 12:20:00,51.0,36.0,T,green,3.0,1017.0,2840.685694354168,2.0,17.0,70.0,8000.0,99999,,0.0,0,1114000717100302020301704840651000600007510080000
3876,LGAD,37.9207,21.2926,2024-05-28 12:20:00,,,,,26.0,1014.0,1088.4204118490359,11.0,10.0,290.0,10000.0,99999,,0.0,0,11160029101026020110301404088451000600007000080000
3877,LGKL,37.0683,22.0255,2024-05-28 12:20:00,,,,,26.0,1014.0,1048.9018986207736,13.0,12.0,160.0,10000.0,99999,,0.0,0,11160016121026020130301404048951000600007000080000
3878,LGKO,36.7933,27.0917,2024-05-28 12:20:00,,,,,25.0,1012.0,1644.5207846676499,10.0,15.0,310.0,10000.0,99999,,0.0,0,11160031151025020100301204644551000600007000080000
3879,LGMT,39.0567,26.5983,2024-05-28 12:20:00,,,,,26.0,1013.0,1094.2157927851429,12.0,7.0,340.0,10000.0,99999,,0.0,0,11160034071026020120301304094251000600007000080000
3880,LGSM,37.69,26.9117,2024-05-28 12:20:00,,,,,27.0,1011.0,1035.4355848008263,8.0,16.0,350.0,10000.0,99999,,0.0,0,1116003516102702080301104035451000600007000080000
3881,LGSR,36.3992,25.4793,2024-05-28 12:20:00,,,,,25.0,1014.0,1196.3937676649252,11.0,15.0,340.0,10000.0,99999,,0.0,0,11160034151025020110301404196351000600007000080000
3882,LGTS,40.5197,22.9709,2024-05-28 12:20:00,,,,,25.0,1013.0,1043.6568432472002,10.0,13.0,180.0,10000.0,99999,,0.0,0,11160018131025020100301304043651000600007000080000
3883,LIBP,42.4317,14.1811,2024-05-28 12:20:00,95.0,36.0,2,red,22.0,1015.0,1091.8692882817734,16.0,5.0,50.0,10000.0,99999,,0.0,0,11160005051022020160301504091851000600007950080000
3884,LIBR,40.6576,17.947,2024-05-28 12:20:00,,,,,21.0,1014.0,1092.8055790791054,16.0,6.0,170.0,10000.0,99999,,0.0,0,11160017061021020160301404092851000600007000080000
3885,LICJ,38.176,13.091,2024-05-28 12:20:00,,,,,23.0,1015.0,1115.018525651698,17.0,13.0,30.0,10000.0,99999,,0.0,0,11160003131023020170301504115051000600007000080000
3886,LICR,38.0712,15.6516,2024-05-28 12:20:00,,,,,28.0,1015.0,1136.8486592452796,4.0,11.0,360.0,10000.0,99999,,0.0,0,1116003611102802040301504136851000600007000080000
3887,LIPE,44.5354,11.2887,2024-05-28 12:20:00,,,,,20.0,1015.0,1237.5997864113394,16.0,9.0,40.0,10000.0,99999,,0.0,0,11160004091020020160301504237551000600007000080000
3888,LIPQ,45.8275,13.4722,2024-05-28 12:20:00,,,,,24.0,1013.0,1069.9138329217135,15.0,5.0,240.0,10000.0,99999,,0.0,0,11160024051024020150301304069951000600007000080000
3889,LIPR,44.0203,12.6117,2024-05-28 12:20:00,,,,,21.0,1014.0,1080.9108642508495,18.0,8.0,30.0,8000.0,99999,,0.0,0,11140003081021020180301404080951000600007000080000
3890,LIPY,43.6163,13.3623,2024-05-28 12:20:00,,,,,22.0,1014.0,1092.4185308967649,17.0,8.0,30.0,10000.0,99999,,0.0,0,11160003081022020170301404092451000600007000080000
3891,LIPZ,45.5053,12.3519,2024-05-28 12:20:00,,,,,21.0,1014.0,1025.5778964320552,17.0,3.0,130.0,10000.0,99999,,0.0,0,11160013031021020170301404025551000600007000080000
3892,LIRZ,43.0959,12.5132,2024-05-28 12:20:00,,,,,24.0,1014.0,2200.507978950503,13.0,4.0,240.0,10000.0,99999,,0.0,0,11160024041024020130301404200551000600007000080000
3897,ENBS,70.6005,29.6914,2024-05-28 12:20:00,61.0,36.0,^,green,2.0,1017.0,12.608454753146862,2.0,16.0,120.0,10000.0,99999,,0.0,0,111600121610020202030170412651000600007610080000
3898,ENMH,71.0297,27.8267,2024-05-28 12:20:00,,,,,5.0,1016.0,1301.6253144198681,2.0,8.0,130.0,10000.0,99999,,0.0,0,1116001308100502020301604301651000600007000080000
3899,ENNM,64.4722,11.5786,2024-05-28 12:20:00,80.0,36.0,q,green,16.0,1015.0,1030.22252091538,13.0,5.0,240.0,10000.0,99999,,0.0,0,11160024051016020130301504030251000600007800080000
3900,ENNO,59.5657,9.21222,2024-05-28 12:20:00,,,,,20.0,1013.0,1124.5131014546334,11.0,5.0,90.0,10000.0,99999,,0.0,0,11160009051020020110301304124551000600007000080000
3901,ENOV,62.18,6.0741,2024-05-28 12:20:00,,,,,19.0,1013.0,1494.3107646126384,8.0,5.0,60.0,10000.0,99999,,0.0,0,1116000605101902080301304494351000600007000080000
3902,ENSD,61.83,6.10583,2024-05-28 12:20:00,,,,,17.0,1013.0,1443.6971396633762,8.0,3.0,,10000.0,99999,,0.0,0,1116003603101702080301304443651000600007000080000
3903,ENSG,61.1561,7.13778,2024-05-28 12:20:00,,,,,16.0,1013.0,1013.0,3.0,7.0,240.0,10000.0,99999,,0.0,0,1116002407101602030301304013051000600007000080000
3904,LGAL,40.8559,25.9563,2024-05-28 12:20:00,,,,,23.0,1014.0,1050.43077482005,10.0,9.0,230.0,10000.0,99999,,0.0,0,11160023091023020100301404050451000600007000080000
3905,LGEL,38.0638,23.556,2024-05-28 12:20:00,,,,,27.0,1013.0,1203.2464652601752,7.0,12.0,160.0,10000.0,99999,,0.0,0,1116001612102702070301304203251000600007000080000
3906,LGPZ,38.9255,20.7653,2024-05-28 12:20:00,,,,,25.0,1014.0,1029.294701733289,17.0,14.0,280.0,10000.0,99999,,0.0,0,11160028141025020170301404029251000600007000080000
3907,LGRX,38.1511,21.4256,2024-05-28 12:20:00,,,,,25.0,1014.0,1078.606228898364,13.0,5.0,260.0,10000.0,99999,,0.0,0,11160026051025020130301404078651000600007000080000
3908,LIBD,41.1389,16.7606,2024-05-28 12:20:00,,,,,23.0,1013.0,1293.7856710066312,15.0,11.0,70.0,10000.0,99999,,0.0,0,11160007111023020150301304293751000600007000080000
3909,LICC,37.4668,15.0664,2024-05-28 12:20:00,,,,,24.0,1015.0,1072.0261998179064,15.0,11.0,100.0,10000.0,99999,,0.0,0,11160010111024020150301504072051000600007000080000
3910,LIPH,45.6484,12.1944,2024-05-28 12:20:00,,,,,22.0,1014.0,1108.7238072845116,15.0,3.0,360.0,10000.0,99999,,0.0,0,11160036031022020150301404108751000600007000080000
3911,LOWG,46.9911,15.4396,2024-05-28 12:20:00,,,,,17.0,1017.0,4021.489217923043,14.0,6.0,360.0,10000.0,99999,,0.0,0,11160036061017020140301704021451000600007000080000
3912,LOWI,47.2602,11.344,2024-05-28 12:20:00,,,,,15.0,1020.0,7254.223723300031,10.0,4.0,300.0,10000.0,99999,,0.0,0,11160030041015020100302004254251000600007000080000
3913,LOWL,48.2332,14.1875,2024-05-28 12:20:00,,,,,14.0,1020.0,4256.597310480489,13.0,10.0,270.0,10000.0,99999,,0.0,0,11160027101014020130302004256551000600007000080000
3914,LOWS,47.7933,13.0043,2024-05-28 12:20:00,61.0,36.0,^,green,14.0,1022.0,5899.390442305973,10.0,2.0,,10000.0,99999,,0.0,0,11160036021014020100302204899351000600007610080000
3915,LOWW,48.1103,16.5697,2024-05-28 12:20:00,,,,,22.0,1016.0,2123.8992909349913,13.0,18.0,300.0,10000.0,99999,,0.0,0,11160030181022020130301604123851000600007000080000
3921,EDDE,50.9798,10.9581,2024-05-28 12:20:00,80.0,36.0,q,green,15.0,1019.0,4211.043030768309,8.0,10.0,280.0,10000.0,99999,,0.0,0,1116002810101502080301904211051000600007800080000
3924,EDDH,53.6304,9.98823,2024-05-28 12:20:00,,,,,17.0,1016.0,1126.6698260428952,10.0,8.0,300.0,10000.0,99999,,0.0,0,11160030081017020100301604126651000600007000080000
3926,EDDL,51.2895,6.76678,2024-05-28 12:20:00,,,,,18.0,1017.0,1317.0425774666344,10.0,8.0,240.0,10000.0,99999,,0.0,0,11160024081018020100301704317051000600007000080000
3928,EDDN,49.4987,11.0669,2024-05-28 12:20:00,,,,,17.0,1020.0,3822.286545268783,6.0,10.0,270.0,10000.0,99999,,0.0,0,1116002710101702060302004822251000600007000080000
3932,EDDV,52.4611,9.68508,2024-05-28 12:20:00,80.0,36.0,q,green,16.0,1017.0,1445.7167900570207,9.0,7.0,240.0,10000.0,99999,,0.0,0,1116002407101602090301704445751000600007800080000
3945,EBCI,50.4592,4.45382,2024-05-28 12:20:00,61.0,36.0,^,green,14.0,1018.0,2918.5856169619833,11.0,12.0,210.0,10000.0,99999,,0.0,0,11160021121014020110301804918551000600007610080000
3946,EBLG,50.6374,5.44322,2024-05-28 12:20:00,,,,,17.0,1017.0,2666.69930745036,8.0,12.0,210.0,10000.0,99999,,0.0,0,1116002112101702080301704666651000600007000080000
3949,EDDB,52.36217,13.50067,2024-05-28 12:20:00,,,,,16.0,1018.0,1380.1158606920887,13.0,10.0,260.0,10000.0,99999,,0.0,0,11160026101016020130301804380151000600007000080000
3950,EDDC,51.1328,13.7672,2024-05-28 12:20:00,,,,,15.0,1018.0,3242.1509916426853,12.0,3.0,330.0,10000.0,99999,,0.0,0,11160033031015020120301804242151000600007000080000
3951,EDDF,50.0264,8.54313,2024-05-28 12:20:00,,,,,18.0,1019.0,1815.9443091194873,6.0,9.0,230.0,10000.0,99999,,0.0,0,1116002309101802060301904815951000600007000080000
3952,EDDG,52.1346,7.68483,2024-05-28 12:20:00,,,,,18.0,1017.0,1345.0594090750599,6.0,9.0,210.0,10000.0,99999,,0.0,0,1116002109101802060301704345051000600007000080000
3953,EDDK,50.8659,7.14274,2024-05-28 12:20:00,16.0,36.0,1,,18.0,1018.0,1666.8087860539647,9.0,7.0,210.0,10000.0,99999,,0.0,0,1116002107101802090301804666851000600007160080000
3954,EDDM,48.3538,11.7861,2024-05-28 12:20:00,,,,,16.0,1021.0,5479.42372477488,8.0,9.0,260.0,10000.0,99999,,0.0,0,1116002609101602080302104479451000600007000080000
3955,EDDP,51.4324,12.2416,2024-05-28 12:20:00,80.0,36.0,q,green,17.0,1018.0,2131.738930991422,12.0,5.0,20.0,10000.0,99999,,0.0,0,11160002051017020120301804131751000600007800080000
3956,EDDR,49.2146,7.10951,2024-05-28 12:20:00,,,,,17.0,1020.0,3858.897640554989,6.0,9.0,230.0,10000.0,99999,,0.0,0,1116002309101702060302004858851000600007000080000
3957,EDDS,48.6899,9.22196,2024-05-28 12:20:00,,,,,18.0,1020.0,4310.7124542619895,7.0,5.0,,10000.0,99999,,0.0,0,1116003605101802070302004310751000600007000080000
3958,EDDW,53.0475,8.78667,2024-05-28 12:20:00,,,,,18.0,1016.0,1043.1558745239388,9.0,8.0,230.0,10000.0,99999,,0.0,0,1116002308101802090301604043151000600007000080000
3977,ENAT,69.9761,23.3717,2024-05-28 12:20:00,,,,,15.0,1013.0,1033.8600803534655,8.0,10.0,150.0,10000.0,99999,,0.0,0,1116001510101502080301304033851000600007000080000
3978,ENKB,63.1118,7.82452,2024-05-28 12:20:00,,,,,14.0,1014.0,1568.515457351111,10.0,5.0,350.0,10000.0,99999,,0.0,0,11160035051014020100301404568551000600007000080000
3979,ENKR,69.7258,29.8913,2024-05-28 12:20:00,,,,,6.0,1016.0,3077.045544520026,3.0,11.0,100.0,10000.0,99999,,0.0,0,1116001011100602030301604077051000600007000080000
3980,ENNA,70.0688,24.9735,2024-05-28 12:20:00,,,,,12.0,1014.0,1087.276248584585,6.0,17.0,170.0,10000.0,99999,,0.0,0,1116001717101202060301404087251000600007000080000
3981,LGBL,39.2196,22.7943,2024-05-28 12:20:00,,,,,26.0,1012.0,1124.9323423206406,13.0,12.0,100.0,10000.0,99999,,0.0,0,11160010121026020130301204124951000600007000080000
3982,LGKP,35.4214,27.146,2024-05-28 12:20:00,,,,,24.0,1013.0,1110.0824399044016,19.0,28.0,280.0,10000.0,99999,,0.0,0,11160028281024020190301304110051000600007000080000
3983,LICA,38.9054,16.2423,2024-05-28 12:20:00,,,,,23.0,1015.0,1074.5355254090368,17.0,11.0,240.0,10000.0,99999,,0.0,0,11160024111023020170301504074551000600007000080000
3984,LICD,35.4979,12.6181,2024-05-28 12:20:00,,,,,22.0,1016.0,1128.9979650012174,19.0,7.0,190.0,10000.0,99999,,0.0,0,11160019071022020190301604128951000600007000080000
3985,LIME,45.6739,9.70417,2024-05-28 12:20:00,,,,,23.0,1015.0,2433.7992124110733,15.0,6.0,160.0,10000.0,99999,,0.0,0,11160016061023020150301504433751000600007000080000
3986,LIMF,45.2008,7.64963,2024-05-28 12:20:00,,,,,24.0,1015.0,2780.089251494743,10.0,5.0,130.0,10000.0,99999,,0.0,0,11160013051024020100301504780051000600007000080000
3987,LIMJ,44.4133,8.8375,2024-05-28 12:20:00,,,,,21.0,1015.0,1036.5677772798333,16.0,4.0,190.0,10000.0,99999,,0.0,0,11160019041021020160301504036551000600007000080000
3988,LIPX,45.3957,10.8885,2024-05-28 12:20:00,,,,,22.0,1015.0,1420.0149113328205,15.0,3.0,120.0,10000.0,99999,,0.0,0,11160012031022020150301504420051000600007000080000
3989,LIRF,41.8045,12.2508,2024-05-28 12:20:00,,,,,24.0,1014.0,1035.7546455247682,17.0,10.0,230.0,10000.0,99999,,0.0,0,11160023101024020170301404035751000600007000080000
3992,EBAW,51.1894,4.46028,2024-05-28 12:20:00,,,,,18.0,1016.0,1092.4025199952553,9.0,11.0,190.0,10000.0,99999,,0.0,0,1116001911101802090301604092451000600007000080000
3994,EGPD,57.2019,-2.19778,2024-05-28 12:20:00,,,,,14.0,1007.0,1589.9239448023643,9.0,15.0,160.0,10000.0,99999,,0.0,0,1116001615101402090300704589951000600007000080000
3995,EGPH,55.95,-3.3725,2024-05-28 12:20:00,61.0,36.0,^,green,14.0,1005.0,1358.3307209580482,11.0,7.0,90.0,10000.0,99999,,0.0,0,11160009071014020110300504358351000600007610080000
3996,EGPK,55.5094,-4.58667,2024-05-28 12:20:00,61.0,36.0,^,green,13.0,1004.0,1181.6559157552933,12.0,13.0,140.0,10000.0,99999,,0.0,0,11160014131013020120300404181651000600007610080000
3997,EGPO,58.2156,-6.33111,2024-05-28 12:20:00,,,,,16.0,1004.0,1060.4081818888453,9.0,6.0,130.0,10000.0,99999,,0.0,0,1116001306101602090300404060451000600007000080000
3998,EKAH,56.3,10.619,2024-05-28 12:20:00,63.0,36.0,',green,14.0,1012.0,1222.9668610989281,13.0,8.0,240.0,3500.0,99999,,0.0,0,11120024081014020130301204222951000600007630080000
3999,EKKA,56.2975,9.12463,2024-05-28 12:20:00,,,,,13.0,1014.0,1507.4331590448605,11.0,11.0,270.0,10000.0,99999,,0.0,0,11160027111013020110301404507451000600007000080000
4001,ENAN,69.2925,16.1442,2024-05-28 12:20:00,,,,,13.0,1012.0,1129.1075936137338,8.0,6.0,40.0,10000.0,99999,,0.0,0,1116000406101302080301204129151000600007000080000
4002,ENBO,67.2692,14.3653,2024-05-28 12:20:00,,,,,19.0,1013.0,1090.7429925046772,11.0,6.0,290.0,10000.0,99999,,0.0,0,11160029061019020110301304090751000600007000080000
4003,ENGM,60.1939,11.1004,2024-05-28 12:20:00,,,,,21.0,1014.0,2357.5487887180802,9.0,2.0,,10000.0,99999,,0.0,0,1116003602102102090301404357551000600007000080000
4004,ENOL,63.6989,9.604,2024-05-28 12:20:00,,,,,18.0,1015.0,1069.5621777697836,12.0,7.0,330.0,10000.0,99999,,0.0,0,11160033071018020120301504069551000600007000080000
4006,ENTC,69.6833,18.9189,2024-05-28 12:20:00,,,,,19.0,1011.0,1068.0341031628295,9.0,5.0,280.0,10000.0,99999,,0.0,0,1116002805101902090301104068051000600007000080000
4018,ENBL,61.3911,5.75694,2024-05-28 12:20:00,,,,,15.0,1013.0,4220.939881631002,5.0,2.0,,10000.0,99999,,0.0,0,1116003602101502050301304220951000600007000080000
4019,ENBN,65.4611,12.2175,2024-05-28 12:20:00,,,,,14.0,1015.0,1077.737805634119,13.0,11.0,210.0,10000.0,99999,,0.0,0,11160021111014020130301504077751000600007000080000
4020,ENBV,70.8714,29.0342,2024-05-28 12:20:00,,,,,4.0,1018.0,1409.7556377861083,3.0,18.0,130.0,10000.0,99999,,0.0,0,1116001318100402030301804409751000600007000080000
4021,ENEV,68.4913,16.6781,2024-05-28 12:20:00,,,,,24.0,1011.0,1134.9579209910048,10.0,8.0,210.0,10000.0,99999,,0.0,0,11160021081024020100301104134951000600007000080000
4022,ENFL,61.5836,5.02472,2024-05-28 12:20:00,,,,,16.0,1014.0,1095.4680871492742,9.0,3.0,150.0,10000.0,99999,,0.0,0,1116001503101602090301404095451000600007000080000
4023,ENHF,70.6797,23.6686,2024-05-28 12:20:00,,,,,10.0,1013.0,2087.1669242373373,8.0,2.0,,10000.0,99999,,0.0,0,1116003602101002080301304087151000600007000080000
4024,ENML,62.7447,7.2625,2024-05-28 12:20:00,,,,,17.0,1013.0,1033.449313379295,12.0,8.0,360.0,10000.0,99999,,0.0,0,11160036081017020120301304033451000600007000080000
4025,ENRA,66.3639,14.3014,2024-05-28 12:20:00,,,,,21.0,1012.0,1417.4466018476687,11.0,10.0,330.0,10000.0,99999,,0.0,0,11160033101021020110301204417451000600007000080000
4026,ENSH,68.2433,14.6692,2024-05-28 12:20:00,,,,,19.0,1012.0,1061.649377328795,10.0,8.0,230.0,10000.0,99999,,0.0,0,11160023081019020100301204061651000600007000080000
4028,LGKF,38.1201,20.5005,2024-05-28 12:20:00,,,,,23.0,1015.0,1105.6208266029914,17.0,8.0,260.0,10000.0,99999,,0.0,0,11160026081023020170301504105651000600007000080000
4029,LGMK,37.4351,25.3481,2024-05-28 12:20:00,,,,,24.0,1014.0,1664.3439528262845,11.0,11.0,10.0,10000.0,99999,,0.0,0,11160001111024020110301404664351000600007000080000
4030,LIEA,40.6321,8.29077,2024-05-28 12:20:00,,,,,24.0,1016.0,1145.1308119354248,14.0,9.0,290.0,10000.0,99999,,0.0,0,11160029091024020140301604145151000600007000080000
4031,LIEE,39.2515,9.05428,2024-05-28 12:20:00,,,,,27.0,1014.0,1030.7416772621254,14.0,10.0,180.0,10000.0,99999,,0.0,0,11160018101027020140301404030751000600007000080000
4032,LIEO,40.8987,9.51763,2024-05-28 12:20:00,,,,,28.0,1014.0,1060.2269514133613,12.0,11.0,80.0,10000.0,99999,,0.0,0,11160008111028020120301404060251000600007000080000
4033,LIMC,45.6306,8.72811,2024-05-28 12:20:00,,,,,24.0,1015.0,2339.818395922779,14.0,6.0,190.0,10000.0,99999,,0.0,0,11160019061024020140301504339851000600007000080000
4034,LIML,45.4451,9.27674,2024-05-28 12:20:00,,,,,23.0,1015.0,1602.1682500382594,14.0,3.0,,10000.0,99999,,0.0,0,11160036031023020140301504602151000600007000080000
4035,LIRA,41.7994,12.5949,2024-05-28 12:20:00,,,,,24.0,1015.0,1704.7041618894032,14.0,9.0,210.0,10000.0,99999,,0.0,0,11160021091024020140301504704751000600007000080000
4036,LIRP,43.6839,10.3927,2024-05-28 12:15:00,,,,,23.0,1015.0,1024.0651045199359,17.0,8.0,270.0,10000.0,99999,,0.0,0,11160027081023020170301504024051000600007000080000
4037,LIRQ,43.81,11.2051,2024-05-28 12:20:00,,,,,26.0,1014.0,1210.5915336946202,13.0,6.0,280.0,10000.0,99999,,0.0,0,11160028061026020130301404210551000600007000080000
4038,EBBR,50.9014,4.48444,2024-05-28 12:20:00,61.0,36.0,^,green,15.0,1017.0,1479.0500862769989,11.0,14.0,210.0,10000.0,99999,,0.0,0,11160021141015020110301704479051000600007610080000
4039,EBOS,51.1989,2.86222,2024-05-28 12:20:00,,,,,14.0,1015.0,1047.4241706241264,13.0,11.0,190.0,7000.0,99999,,0.0,0,11140019111014020130301504047451000600007000080000
4041,EDAH,53.8787,14.1523,2024-05-28 12:20:00,,,,,18.0,1016.0,1201.9789655317104,14.0,12.0,260.0,10000.0,99999,,0.0,0,11160026121018020140301604201951000600007000080000
4043,EDHI,53.53528,9.83556,2024-05-28 12:20:00,16.0,36.0,1,,17.0,1016.0,1063.433393546579,9.0,8.0,240.0,10000.0,99999,,0.0,0,1116002408101702090301604063451000600007160080000
4044,EDHK,54.37944,10.14528,2024-05-28 12:20:00,,,,,14.0,1016.0,1281.918055175178,10.0,9.0,280.0,10000.0,99999,,0.0,0,11160028091014020100301604281951000600007000080000
4050,EDMO,48.0814,11.2831,2024-05-28 12:20:00,,,,,13.0,1021.0,8404.303505095051,8.0,5.0,270.0,10000.0,99999,,0.0,0,1116002705101302080302104404351000600007000080000
4053,EDSB,48.7794,8.0805,2024-05-28 12:20:00,,,,,18.0,1021.0,1926.8759489878034,8.0,6.0,210.0,10000.0,99999,,0.0,0,1116002106101802080302104926851000600007000080000
4054,EDTL,48.3693,7.82772,2024-05-28 12:20:00,,,,,20.0,1020.0,2053.983281457359,8.0,6.0,230.0,10000.0,99999,,0.0,0,1116002306102002080302004053951000600007000080000
4055,EDVE,52.3192,10.5561,2024-05-28 12:20:00,,,,,17.0,1018.0,1691.1184680384085,9.0,8.0,260.0,10000.0,99999,,0.0,0,1116002608101702090301804691151000600007000080000
4057,EDXW,54.9132,8.34047,2024-05-28 12:20:00,,,,,16.0,1015.0,1128.09277665465,11.0,10.0,250.0,10000.0,99999,,0.0,0,11160025101016020110301504128051000600007000080000
4058,ELLX,49.6266,6.21152,2024-05-28 12:20:00,,,,,17.0,1019.0,4395.644448314426,6.0,11.0,200.0,10000.0,99999,,0.0,0,1116002011101702060301904395651000600007000080000
4059,ESNL,64.5483,18.7162,2024-05-28 12:20:00,,,,,24.0,1014.0,2215.828838622555,10.0,10.0,240.0,10000.0,99999,,0.0,0,11160024101024020100301404215851000600007000080000
4063,EFKI,64.2855,27.6924,2024-05-28 12:20:00,,,,,23.0,1016.0,1844.3775848714554,10.0,8.0,250.0,10000.0,99999,,0.0,0,11160025081023020100301604844351000600007000080000
4064,EFKU,63.0071,27.7978,2024-05-28 12:20:00,,,,,26.0,1017.0,1485.3693849297117,8.0,9.0,270.0,10000.0,99999,,0.0,0,1116002709102602080301704485351000600007000080000
4065,EFOU,64.9301,25.3546,2024-05-28 12:20:00,,,,,23.0,1015.0,1086.9250720422351,11.0,11.0,240.0,10000.0,99999,,0.0,0,11160024111023020110301504086951000600007000080000
4066,EFHK,60.3172,24.9633,2024-05-28 12:20:00,,,,,26.0,1019.0,1270.370279517807,6.0,9.0,190.0,10000.0,99999,,0.0,0,1116001909102602060301904270351000600007000080000
4067,EVLA,56.5175,21.0969,2024-05-28 12:20:00,,,,,27.0,1017.0,1037.6827894175926,10.0,6.0,,10000.0,99999,,0.0,0,11160036061027020100301704037651000600007000080000
